Order ID,Order Date,CustomerName,State,City,YearMonth,Amount,Profit,Quantity,Year,Month,DayOfWeek
B-25850,2018-11-05,Abhishek,Goa,Goa,2018-11,3304,1224,5,2018,2018-11,Monday
B-25851,2018-11-06,Kushal,Nagaland,Kohima,2018-11,2935,1153,4,2018,2018-11,Tuesday
B-25852,2018-11-07,Soumyabrata,Andhra Pradesh,Hyderabad,2018-11,4755,584,9,2018,2018-11,Wednesday
B-25853,2018-11-08,Gaurav,Gujarat,Ahmedabad,2018-11,1154,1331,6,2018,2018-11,Thursday
B-25854,2018-11-08,Shubham,Maharashtra,Pune,2018-11,4765,783,2,2018,2018-11,Thursday
B-25855,2018-11-08,Abhijeet,Madhya Pradesh,Bhopal,2018-11,3646,-132,1,2018,2018-11,Thursday
B-25856,2018-11-10,Abhijeet,Maharashtra,Mumbai,2018-11,1245,345,5,2018,2018-11,Saturday
B-25857,2018-11-10,Anand,Madhya Pradesh,Indore,2018-11,1893,-148,9,2018,2018-11,Saturday
B-25858,2018-11-13,Swapnil,Maharashtra,Mumbai,2018-11,3636,1273,6,2018,2018-11,Tuesday
B-25859,2018-11-14,Chikku,Madhya Pradesh,Indore,2018-11,762,4,7,2018,2018-11,Wednesday
B-25860,2018-11-15,Akshay,Tamil Nadu,Chennai,2018-11,2685,-75,5,2018,2018-11,Thursday
B-25861,2018-11-15,Aayush,Uttar Pradesh,Lucknow,2018-11,3554,-158,6,2018,2018-11,Thursday
B-25862,2018-11-15,Amol,Bihar,Patna,2018-11,425,-90,5,2018,2018-11,Thursday
B-25863,2018-11-15,Manibalan,Kerala ,Thiruvananthapuram,2018-11,1159,560,9,2018,2018-11,Thursday
B-25864,2018-11-15,Aromal,Maharashtra,Mumbai,2018-11,4748,1486,6,2018,2018-11,Thursday
B-25865,2018-11-15,Arun,Madhya Pradesh,Indore,2018-11,3267,1006,8,2018,2018-11,Thursday
B-25866,2018-11-16,Komal,Himachal Pradesh,Simla,2018-11,1015,647,2,2018,2018-11,Friday
B-25867,2018-11-17,Ankit,Sikkim,Gangtok,2018-11,4954,-106,9,2018,2018-11,Saturday
B-25868,2018-11-18,Vikash,Goa,Goa,2018-11,4842,1197,5,2018,2018-11,Sunday
B-25869,2018-11-19,Parakh,Nagaland,Kohima,2018-11,3320,1343,7,2018,2018-11,Monday
B-25870,2018-11-20,Pranav,Andhra Pradesh,Hyderabad,2018-11,216,699,1,2018,2018-11,Tuesday
B-25871,2018-11-21,Gunjal,Gujarat,Surat,2018-11,1443,159,5,2018,2018-11,Wednesday
B-25872,2018-11-22,Saurabh,Maharashtra,Mumbai,2018-11,2405,699,2,2018,2018-11,Thursday
B-25873,2018-11-23,Divyeta,Madhya Pradesh,Indore,2018-11,2724,80,6,2018,2018-11,Friday
B-25874,2018-11-24,Megha,Rajasthan,Udaipur,2018-11,1269,1018,1,2018,2018-11,Saturday
B-25875,2018-11-24,Divyeshkumar,Uttar Pradesh,Allahabad,2018-11,3644,1018,3,2018,2018-11,Saturday
B-25876,2018-11-24,Bhosale,Punjab,Amritsar,2018-11,2765,466,5,2018,2018-11,Saturday
B-25877,2018-11-24,Dashyam,Gujarat,Surat,2018-11,1260,-108,4,2018,2018-11,Saturday
B-25878,2018-11-24,Mrinal,Maharashtra,Mumbai,2018-11,2527,471,3,2018,2018-11,Saturday
B-25879,2018-11-24,Siddharth,Madhya Pradesh,Indore,2018-11,3620,-140,5,2018,2018-11,Saturday
B-25880,2018-11-24,Apoorv,Rajasthan,Udaipur,2018-11,501,433,8,2018,2018-11,Saturday
B-25881,2018-11-25,Pooja,Uttar Pradesh,Allahabad,2018-11,4476,874,4,2018,2018-11,Sunday
B-25882,2018-11-26,Masurkar,Punjab,Amritsar,2018-11,806,1226,1,2018,2018-11,Monday
B-25883,2018-11-27,Saptadeep,Gujarat,Surat,2018-11,3370,828,7,2018,2018-11,Tuesday
B-25884,2018-11-28,Sumeet,Maharashtra,Mumbai,2018-11,899,1289,8,2018,2018-11,Wednesday
B-25885,2018-11-28,Shatayu,Madhya Pradesh,Indore,2018-11,1339,403,3,2018,2018-11,Wednesday
B-25886,2018-11-28,Brijesh,Rajasthan,Udaipur,2018-11,390,481,6,2018,2018-11,Wednesday
B-25887,2018-12-01,Vedant,Uttar Pradesh,Allahabad,2018-12,2500,333,2,2018,2018-12,Saturday
B-25888,2018-12-02,Rohan,Punjab,Amritsar,2018-12,1180,1228,7,2018,2018-12,Sunday
B-25889,2018-12-03,Abhishek,Gujarat,Surat,2018-12,3175,637,8,2018,2018-12,Monday
B-25890,2018-12-04,Divyansha,Maharashtra,Mumbai,2018-12,1384,1336,6,2018,2018-12,Tuesday
B-25891,2018-12-04,Shivani,Madhya Pradesh,Indore,2018-12,3527,444,6,2018,2018-12,Tuesday
B-25892,2018-12-04,Aditi,Rajasthan,Udaipur,2018-12,3594,32,5,2018,2018-12,Tuesday
B-25893,2018-12-04,Aashna,Uttar Pradesh,Allahabad,2018-12,327,323,8,2018,2018-12,Tuesday
B-25894,2018-12-04,Monu,Punjab,Amritsar,2018-12,2265,145,1,2018,2018-12,Tuesday
B-25895,2018-12-04,Sathya,Gujarat,Surat,2018-12,2016,869,4,2018,2018-12,Tuesday
B-25896,2018-12-05,Aman,Maharashtra,Mumbai,2018-12,769,345,4,2018,2018-12,Wednesday
B-25897,2018-12-06,Rohan,Madhya Pradesh,Indore,2018-12,2095,901,3,2018,2018-12,Thursday
B-25898,2018-12-07,Abhishek,Rajasthan,Udaipur,2018-12,2933,896,3,2018,2018-12,Friday
B-25899,2018-12-08,Aishwarya,Uttar Pradesh,Allahabad,2018-12,4063,593,4,2018,2018-12,Saturday
B-25900,2018-12-09,Anand,Punjab,Amritsar,2018-12,4921,48,1,2018,2018-12,Sunday
B-25901,2018-12-10,Suraj,Gujarat,Surat,2018-12,4214,-154,2,2018,2018-12,Monday
B-25902,2018-12-10,Ishpreet,Maharashtra,Mumbai,2018-12,3101,944,9,2018,2018-12,Monday
B-25903,2018-12-10,Amlan,Madhya Pradesh,Indore,2018-12,1886,13,2,2018,2018-12,Monday
B-25904,2018-12-10,Swapnil,Delhi,Delhi,2018-12,3209,38,5,2018,2018-12,Monday
B-25905,2018-12-11,Bhargav,Madhya Pradesh,Delhi,2018-12,354,879,9,2018,2018-12,Tuesday
B-25906,2018-12-11,Abhijit,Delhi,Delhi,2018-12,2737,149,9,2018,2018-12,Tuesday
B-25907,2018-12-11,Jaydeep,Madhya Pradesh,Bhopal,2018-12,1609,-94,8,2018,2018-12,Tuesday
B-25908,2018-12-12,Pradeep,Delhi,Delhi,2018-12,4257,630,1,2018,2018-12,Wednesday
B-25909,2018-12-13,Sujay,Madhya Pradesh,Delhi,2018-12,984,-153,1,2018,2018-12,Thursday
B-25910,2018-12-14,Jay,Delhi,Delhi,2018-12,3375,1396,9,2018,2018-12,Friday
B-25911,2018-12-15,Phalguni,Madhya Pradesh,Bhopal,2018-12,4541,136,8,2018,2018-12,Saturday
B-25912,2018-12-16,Preksha,Delhi,Delhi,2018-12,3006,849,9,2018,2018-12,Sunday
B-25913,2018-12-17,Geetanjali,Madhya Pradesh,Delhi,2018-12,737,603,7,2018,2018-12,Monday
B-25914,2018-12-18,Kajal,Delhi,Delhi,2018-12,2041,1080,3,2018,2018-12,Tuesday
B-25915,2018-12-19,Sukruta,Punjab,Amritsar,2018-12,2655,-193,3,2018,2018-12,Wednesday
B-25916,2018-12-20,Utkarsh,Gujarat,Surat,2018-12,724,424,2,2018,2018-12,Thursday
B-25917,2018-12-21,Sanjay,Maharashtra,Mumbai,2018-12,3150,1076,5,2018,2018-12,Friday
B-25918,2018-12-22,Karandeep,Madhya Pradesh,Indore,2018-12,4331,518,3,2018,2018-12,Saturday
B-25919,2018-12-23,Neha,Rajasthan,Udaipur,2018-12,4980,102,6,2018,2018-12,Sunday
B-25920,2018-12-24,Jayanti,Uttar Pradesh,Allahabad,2018-12,4315,438,2,2018,2018-12,Monday
B-25921,2018-12-25,Sandra,Punjab,Amritsar,2018-12,2568,-145,3,2018,2018-12,Tuesday
B-25922,2018-12-26,Akshata,Gujarat,Surat,2018-12,4047,525,5,2018,2018-12,Wednesday
B-25923,2018-12-27,Vishakha,Maharashtra,Mumbai,2018-12,4695,325,1,2018,2018-12,Thursday
B-25924,2018-12-28,Prajakta,Karnataka,Bangalore,2018-12,2901,273,1,2018,2018-12,Friday
B-25925,2018-12-29,Shruti,Maharashtra,Mumbai,2018-12,1171,-173,9,2018,2018-12,Saturday
B-25926,2018-12-30,Dipali,Madhya Pradesh,Indore,2018-12,1366,-123,7,2018,2018-12,Sunday
B-25927,2018-12-31,Shreya,Uttar Pradesh,Lucknow,2018-12,2974,1039,1,2018,2018-12,Monday
B-25928,2019-01-01,Smriti,Bihar,Patna,2019-01,2182,1209,8,2019,2019-01,Tuesday
B-25929,2019-01-02,Girase,Kerala ,Thiruvananthapuram,2019-01,1053,164,3,2019,2019-01,Wednesday
B-25930,2019-01-03,Monica,Punjab,Chandigarh,2019-01,4346,465,8,2019,2019-01,Thursday
B-25931,2019-01-04,Sidharth,Maharashtra,Mumbai,2019-01,3936,325,5,2019,2019-01,Friday
B-25932,2019-01-04,Bhutekar,Madhya Pradesh,Indore,2019-01,3969,498,1,2019,2019-01,Friday
B-25933,2019-01-04,Shikhar,Maharashtra,Mumbai,2019-01,774,1135,7,2019,2019-01,Friday
B-25934,2019-01-04,Rahul,Madhya Pradesh,Indore,2019-01,3461,682,5,2019,2019-01,Friday
B-25935,2019-01-04,Sudhir,Nagaland,Kohima,2019-01,1348,830,6,2019,2019-01,Friday
B-25936,2019-01-05,Nikhil,Punjab,Chandigarh,2019-01,1915,826,6,2019,2019-01,Saturday
B-25937,2019-01-05,Ankit,Haryana,Chandigarh,2019-01,4977,1446,8,2019,2019-01,Saturday
B-25938,2019-01-05,Shikhar,Himachal Pradesh,Simla,2019-01,4054,718,9,2019,2019-01,Saturday
B-25939,2019-01-05,Vineet,Sikkim,Gangtok,2019-01,2691,549,2,2019,2019-01,Saturday
B-25940,2019-01-06,Vivek,Goa,Goa,2019-01,2860,162,9,2019,2019-01,Sunday
B-25941,2019-01-07,Jaideep,Nagaland,Kohima,2019-01,3324,1331,9,2019,2019-01,Monday
B-25942,2019-01-08,Ankur,Andhra Pradesh,Hyderabad,2019-01,3251,1097,7,2019,2019-01,Tuesday
B-25943,2019-01-09,Shardul,Gujarat,Ahmedabad,2019-01,204,1329,1,2019,2019-01,Wednesday
B-25944,2019-01-10,Syed,Maharashtra,Pune,2019-01,1076,605,7,2019,2019-01,Thursday
B-25945,2019-01-11,Mhatre,Madhya Pradesh,Indore,2019-01,1191,538,5,2019,2019-01,Friday
B-25946,2019-01-12,Saurabh,Andhra Pradesh,Hyderabad,2019-01,4342,838,6,2019,2019-01,Saturday
B-25947,2019-01-13,Chetan,Gujarat,Ahmedabad,2019-01,4564,1015,7,2019,2019-01,Sunday
B-25948,2019-01-13,Mukund,Maharashtra,Pune,2019-01,4665,1454,5,2019,2019-01,Sunday
B-25949,2019-01-13,Shantanu,Maharashtra,Mumbai,2019-01,835,284,7,2019,2019-01,Sunday
B-25950,2019-01-13,Shruti,Madhya Pradesh,Indore,2019-01,1893,-173,9,2019,2019-01,Sunday
B-25951,2019-01-13,Jesal,West Bengal,Kolkata,2019-01,1882,513,3,2019,2019-01,Sunday
B-25952,2019-01-13,Priyanka,Madhya Pradesh,Indore,2019-01,4952,862,8,2019,2019-01,Sunday
B-25953,2019-01-14,Krutika,Andhra Pradesh,Hyderabad,2019-01,319,1096,2,2019,2019-01,Monday
B-25954,2019-01-14,Trupti,Gujarat,Ahmedabad,2019-01,1030,1054,7,2019,2019-01,Monday
B-25955,2019-01-16,Soumya,Maharashtra,Pune,2019-01,3875,-115,2,2019,2019-01,Wednesday
B-25956,2019-01-17,Shreya,Maharashtra,Mumbai,2019-01,1569,1297,4,2019,2019-01,Thursday
B-25957,2019-01-18,Mahima,Madhya Pradesh,Indore,2019-01,940,-75,7,2019,2019-01,Friday
B-25958,2019-01-18,Aparajita,West Bengal,Kolkata,2019-01,316,611,3,2019,2019-01,Friday
B-25959,2019-01-18,Muskan,Madhya Pradesh,Indore,2019-01,3038,336,2,2019,2019-01,Friday
B-25960,2019-01-18,Shreya,Andhra Pradesh,Hyderabad,2019-01,1350,-56,7,2019,2019-01,Friday
B-25961,2019-01-18,Surbhi,Gujarat,Ahmedabad,2019-01,2131,1348,1,2019,2019-01,Friday
B-25962,2019-01-19,Tejeswini,Maharashtra,Pune,2019-01,1212,1035,8,2019,2019-01,Saturday
B-25963,2019-01-19,Pratiksha,Maharashtra,Mumbai,2019-01,1864,-176,3,2019,2019-01,Saturday
B-25964,2019-01-20,Oshin,Madhya Pradesh,Indore,2019-01,1281,1403,2,2019,2019-01,Sunday
B-25965,2019-01-21,Saloni,West Bengal,Kolkata,2019-01,4929,1217,3,2019,2019-01,Monday
B-25966,2019-01-21,Soumya,Rajasthan,Udaipur,2019-01,712,-134,5,2019,2019-01,Monday
B-25967,2019-01-21,Komal,Uttar Pradesh,Allahabad,2019-01,3049,32,8,2019,2019-01,Monday
B-25968,2019-01-21,Paromita,Punjab,Amritsar,2019-01,759,-92,7,2019,2019-01,Monday
B-25969,2019-01-21,Shreyshi,Gujarat,Surat,2019-01,3872,969,7,2019,2019-01,Monday
B-25970,2019-01-22,Rhea,Maharashtra,Mumbai,2019-01,4783,-90,7,2019,2019-01,Tuesday
B-25971,2019-01-22,Mitali,Madhya Pradesh,Indore,2019-01,3543,27,8,2019,2019-01,Tuesday
B-25972,2019-01-23,Jesslyn,Rajasthan,Udaipur,2019-01,4270,-90,1,2019,2019-01,Wednesday
B-25973,2019-01-24,Seema,Uttar Pradesh,Allahabad,2019-01,4999,1293,4,2019,2019-01,Thursday
B-25974,2019-01-25,Manisha,Rajasthan,Udaipur,2019-01,1670,-167,6,2019,2019-01,Friday
B-25975,2019-01-25,Priyanka,Uttar Pradesh,Allahabad,2019-01,780,422,9,2019,2019-01,Friday
B-25976,2019-01-25,Piyam,Punjab,Amritsar,2019-01,2494,1192,2,2019,2019-01,Friday
B-25977,2019-01-27,Aayushi,Gujarat,Surat,2019-01,3347,547,1,2019,2019-01,Sunday
B-25978,2019-01-27,Parin,Maharashtra,Mumbai,2019-01,4449,394,2,2019,2019-01,Sunday
B-25979,2019-01-27,Shivangi,Madhya Pradesh,Indore,2019-01,1879,1377,7,2019,2019-01,Sunday
B-25980,2019-01-27,Shweta,Rajasthan,Udaipur,2019-01,3706,224,3,2019,2019-01,Sunday
B-25981,2019-01-28,Amruta,Delhi,Delhi,2019-01,2944,412,2,2019,2019-01,Monday
B-25982,2019-01-29,Hemangi,Delhi,Delhi,2019-01,3556,1341,7,2019,2019-01,Tuesday
B-25983,2019-01-30,Atul,Delhi,Delhi,2019-01,4245,491,2,2019,2019-01,Wednesday
B-25984,2019-01-30,Kajal,Delhi,Delhi,2019-01,1443,1105,3,2019,2019-01,Wednesday
B-25985,2019-01-31,Ginny,Madhya Pradesh,Indore,2019-01,3318,1143,7,2019,2019-01,Thursday
B-25986,2019-01-31,Shweta,Rajasthan,Udaipur,2019-01,2341,1266,4,2019,2019-01,Thursday
B-25987,2019-01-31,Manjiri,Delhi,Delhi,2019-01,3259,114,1,2019,2019-01,Thursday
B-25988,2019-01-31,Nirja,Delhi,Delhi,2019-01,4748,676,5,2019,2019-01,Thursday
B-25989,2019-02-01,Anjali,Delhi,Delhi,2019-02,3159,1200,9,2019,2019-02,Friday
B-25990,2019-02-02,Mugdha,Delhi,Delhi,2019-02,2465,1112,8,2019,2019-02,Saturday
B-25991,2019-02-03,Mansi,Madhya Pradesh,Indore,2019-02,2679,1260,9,2019,2019-02,Sunday
B-25992,2019-02-03,Gaurav,Rajasthan,Udaipur,2019-02,4846,461,9,2019,2019-02,Sunday
B-25993,2019-02-03,Harshal,Delhi,Delhi,2019-02,1835,76,7,2019,2019-02,Sunday
B-25994,2019-02-03,Omkar,Delhi,Delhi,2019-02,1957,1405,4,2019,2019-02,Sunday
B-25995,2019-02-04,Yohann,Delhi,Delhi,2019-02,4652,1326,5,2019,2019-02,Monday
B-25996,2019-02-04,Prashant,Delhi,Delhi,2019-02,2270,423,1,2019,2019-02,Monday
B-25997,2019-02-04,Yogesh,Madhya Pradesh,Indore,2019-02,3049,315,1,2019,2019-02,Monday
B-25998,2019-02-04,Anmol,Rajasthan,Udaipur,2019-02,3451,1173,3,2019,2019-02,Monday
B-25999,2019-02-05,Diwakar,Delhi,Delhi,2019-02,3930,642,8,2019,2019-02,Tuesday
B-26000,2019-02-06,Shubham,Delhi,Delhi,2019-02,2689,1269,2,2019,2019-02,Wednesday
B-26001,2019-02-07,Patil,Delhi,Delhi,2019-02,1831,149,4,2019,2019-02,Thursday
B-26002,2019-02-08,Harsh,Delhi,Delhi,2019-02,3016,1430,2,2019,2019-02,Friday
B-26003,2019-02-08,Hitesh,Madhya Pradesh,Bhopal,2019-02,1215,1487,5,2019,2019-02,Friday
B-26004,2019-02-08,Nandita,Rajasthan,Jaipur,2019-02,1548,622,9,2019,2019-02,Friday
B-26005,2019-02-08,Parnavi,West Bengal,Kolkata,2019-02,4811,960,1,2019,2019-02,Friday
B-26006,2019-02-09,Arpita,Karnataka,Bangalore,2019-02,3287,558,5,2019,2019-02,Saturday
B-26007,2019-02-09,Shubham,Jammu and Kashmir,Kashmir,2019-02,3039,698,9,2019,2019-02,Saturday
B-26008,2019-02-09,Kalyani,Tamil Nadu,Chennai,2019-02,535,42,1,2019,2019-02,Saturday
B-26009,2019-02-10,Komal,Uttar Pradesh,Lucknow,2019-02,4792,342,9,2019,2019-02,Sunday
B-26010,2019-02-11,Kartikay,Bihar,Patna,2019-02,1095,863,8,2019,2019-02,Monday
B-26011,2019-02-12,Bharat,Gujarat,Ahmedabad,2019-02,3746,28,4,2019,2019-02,Tuesday
B-26012,2019-02-13,Pearl,Maharashtra,Pune,2019-02,1051,347,5,2019,2019-02,Wednesday
B-26013,2019-02-13,Jahan,Madhya Pradesh,Bhopal,2019-02,1887,719,5,2019,2019-02,Wednesday
B-26014,2019-02-13,Divsha,Rajasthan,Jaipur,2019-02,2131,1046,6,2019,2019-02,Wednesday
B-26015,2019-02-14,Kasheen,West Bengal,Kolkata,2019-02,3946,-195,7,2019,2019-02,Thursday
B-26016,2019-02-14,Hazel,Karnataka,Bangalore,2019-02,2627,1145,8,2019,2019-02,Thursday
B-26017,2019-02-14,Sonakshi,Jammu and Kashmir,Kashmir,2019-02,1768,267,8,2019,2019-02,Thursday
B-26018,2019-02-14,Aarushi,Tamil Nadu,Chennai,2019-02,4200,-126,2,2019,2019-02,Thursday
B-26019,2019-02-15,Jitesh,Uttar Pradesh,Lucknow,2019-02,2938,-197,9,2019,2019-02,Friday
B-26020,2019-02-16,Yogesh,Bihar,Patna,2019-02,3698,445,7,2019,2019-02,Saturday
B-26021,2019-02-17,Anita,Kerala ,Thiruvananthapuram,2019-02,4113,-83,4,2019,2019-02,Sunday
B-26022,2019-02-18,Shrichand,Punjab,Chandigarh,2019-02,1266,680,4,2019,2019-02,Monday
B-26023,2019-02-19,Mukesh,Haryana,Chandigarh,2019-02,4580,1429,8,2019,2019-02,Tuesday
B-26024,2019-02-19,Vandana,Himachal Pradesh,Simla,2019-02,2644,303,4,2019,2019-02,Tuesday
B-26025,2019-02-19,Bhavna,Sikkim,Gangtok,2019-02,4307,746,6,2019,2019-02,Tuesday
B-26026,2019-02-19,Kanak,Goa,Goa,2019-02,3573,373,5,2019,2019-02,Tuesday
B-26027,2019-02-20,Sagar,Nagaland,Kohima,2019-02,4169,1264,3,2019,2019-02,Wednesday
B-26028,2019-02-20,Manju,Andhra Pradesh,Hyderabad,2019-02,2746,-7,2,2019,2019-02,Wednesday
B-26029,2019-02-20,Ramesh,Gujarat,Ahmedabad,2019-02,953,646,9,2019,2019-02,Wednesday
B-26030,2019-02-21,Sarita,Maharashtra,Pune,2019-02,2282,514,9,2019,2019-02,Thursday
B-26031,2019-02-22,Deepak,Madhya Pradesh,Bhopal,2019-02,2974,1215,1,2019,2019-02,Friday
B-26032,2019-02-22,Monisha,Rajasthan,Jaipur,2019-02,3096,849,3,2019,2019-02,Friday
B-26033,2019-02-22,Atharv,West Bengal,Kolkata,2019-02,4385,1258,8,2019,2019-02,Friday
B-26034,2019-02-23,Vini,Karnataka,Bangalore,2019-02,975,-28,6,2019,2019-02,Saturday
B-26035,2019-02-23,Pinky,Jammu and Kashmir,Kashmir,2019-02,1825,1123,5,2019,2019-02,Saturday
B-26036,2019-02-23,Bhishm,Maharashtra,Mumbai,2019-02,3269,1468,5,2019,2019-02,Saturday
B-26037,2019-02-23,Hitika,Madhya Pradesh,Indore,2019-02,617,125,6,2019,2019-02,Saturday
B-26038,2019-02-24,Pooja,Bihar,Patna,2019-02,314,1233,7,2019,2019-02,Sunday
B-26039,2019-02-25,Hemant,Kerala ,Thiruvananthapuram,2019-02,816,941,1,2019,2019-02,Monday
B-26040,2019-02-26,Sahil,Punjab,Chandigarh,2019-02,4174,635,9,2019,2019-02,Tuesday
B-26041,2019-02-27,Ritu,Haryana,Chandigarh,2019-02,3467,523,3,2019,2019-02,Wednesday
B-26042,2019-02-28,Manish,Himachal Pradesh,Simla,2019-02,1025,24,4,2019,2019-02,Thursday
B-26043,2019-03-01,Amit,Sikkim,Gangtok,2019-03,1716,331,1,2019,2019-03,Friday
B-26044,2019-03-02,Sanjay,Goa,Goa,2019-03,3346,-88,3,2019,2019-03,Saturday
B-26045,2019-03-03,Nidhi,Nagaland,Kohima,2019-03,612,-61,2,2019,2019-03,Sunday
B-26046,2019-03-04,Nishi,Maharashtra,Mumbai,2019-03,928,358,2,2019,2019-03,Monday
B-26047,2019-03-04,Ashmi,Madhya Pradesh,Indore,2019-03,3548,-200,1,2019,2019-03,Monday
B-26048,2019-03-04,Parth,Maharashtra,Pune,2019-03,3008,-111,8,2019,2019-03,Monday
B-26049,2019-03-05,Lisha,Madhya Pradesh,Bhopal,2019-03,875,453,3,2019,2019-03,Tuesday
B-26050,2019-03-06,Paridhi,Rajasthan,Jaipur,2019-03,3665,119,3,2019,2019-03,Wednesday
B-26051,2019-03-07,Parishi,West Bengal,Kolkata,2019-03,2704,1373,6,2019,2019-03,Thursday
B-26052,2019-03-08,Ajay,Karnataka,Bangalore,2019-03,3167,-62,8,2019,2019-03,Friday
B-26053,2019-03-09,Kirti,Jammu and Kashmir,Kashmir,2019-03,2986,1334,9,2019,2019-03,Saturday
B-26054,2019-03-10,Mayank,Maharashtra,Mumbai,2019-03,1322,644,9,2019,2019-03,Sunday
B-26055,2019-03-10,Yaanvi,Madhya Pradesh,Indore,2019-03,4279,58,4,2019,2019-03,Sunday
B-26056,2019-03-10,Sonal,Bihar,Patna,2019-03,1771,1496,5,2019,2019-03,Sunday
B-26057,2019-03-10,Sharda,Kerala ,Thiruvananthapuram,2019-03,2343,701,2,2019,2019-03,Sunday
B-26058,2019-03-11,Aditya,Punjab,Chandigarh,2019-03,1887,489,9,2019,2019-03,Monday
B-26059,2019-03-12,Rachna,Haryana,Chandigarh,2019-03,4332,-191,8,2019,2019-03,Tuesday
B-26060,2019-03-13,Chirag,Maharashtra,Mumbai,2019-03,4051,60,3,2019,2019-03,Wednesday
B-26061,2019-03-14,Anurag,Madhya Pradesh,Indore,2019-03,3640,1473,9,2019,2019-03,Thursday
B-26062,2019-03-15,Tushina,Goa,Goa,2019-03,3966,-29,3,2019,2019-03,Friday
B-26063,2019-03-15,Farah,Nagaland,Kohima,2019-03,2526,697,9,2019,2019-03,Friday
B-26064,2019-03-16,Ankita,Maharashtra,Mumbai,2019-03,3114,-188,2,2019,2019-03,Saturday
B-26065,2019-03-16,Nida,Madhya Pradesh,Indore,2019-03,4152,991,9,2019,2019-03,Saturday
B-26066,2019-03-16,Priyanka,Maharashtra,Pune,2019-03,795,1465,8,2019,2019-03,Saturday
B-26067,2019-03-16,Tulika,Madhya Pradesh,Bhopal,2019-03,928,1419,9,2019,2019-03,Saturday
B-26068,2019-03-16,Shefali,Rajasthan,Jaipur,2019-03,1565,120,5,2019,2019-03,Saturday
B-26069,2019-03-17,Sanskriti,West Bengal,Kolkata,2019-03,4692,1142,2,2019,2019-03,Sunday
B-26070,2019-03-18,Shruti,Karnataka,Bangalore,2019-03,898,1436,8,2019,2019-03,Monday
B-26071,2019-03-19,Subhashree,Jammu and Kashmir,Kashmir,2019-03,595,128,6,2019,2019-03,Tuesday
B-26072,2019-03-20,Sweta,Maharashtra,Mumbai,2019-03,4371,584,8,2019,2019-03,Wednesday
B-26073,2019-03-21,Pournamasi,Madhya Pradesh,Indore,2019-03,4560,576,5,2019,2019-03,Thursday
B-26074,2019-03-21,Bharat,Gujarat,Ahmedabad,2019-03,2702,710,2,2019,2019-03,Thursday
B-26075,2019-03-21,Pearl,Maharashtra,Pune,2019-03,2019,1373,6,2019,2019-03,Thursday
B-26076,2019-03-21,Jahan,Madhya Pradesh,Bhopal,2019-03,917,1242,5,2019,2019-03,Thursday
B-26077,2019-03-22,Divsha,Rajasthan,Jaipur,2019-03,2982,1429,5,2019,2019-03,Friday
B-26078,2019-03-22,Kasheen,West Bengal,Kolkata,2019-03,3777,918,1,2019,2019-03,Friday
B-26079,2019-03-22,Hazel,Karnataka,Bangalore,2019-03,343,1404,2,2019,2019-03,Friday
B-26080,2019-03-22,Sonakshi,Jammu and Kashmir,Kashmir,2019-03,3340,117,8,2019,2019-03,Friday
B-26081,2019-03-22,Aarushi,Tamil Nadu,Chennai,2019-03,4691,35,3,2019,2019-03,Friday
B-26082,2019-03-23,Jitesh,Uttar Pradesh,Lucknow,2019-03,3138,133,3,2019,2019-03,Saturday
B-26083,2019-03-24,Yogesh,Bihar,Patna,2019-03,3836,175,8,2019,2019-03,Sunday
B-26084,2019-03-25,Anita,Kerala ,Thiruvananthapuram,2019-03,3422,1282,8,2019,2019-03,Monday
B-26085,2019-03-26,Shrichand,Punjab,Chandigarh,2019-03,1367,960,2,2019,2019-03,Tuesday
B-26086,2019-03-26,Mukesh,Haryana,Chandigarh,2019-03,2816,387,8,2019,2019-03,Tuesday
B-26087,2019-03-26,Vandana,Himachal Pradesh,Simla,2019-03,1262,1370,1,2019,2019-03,Tuesday
B-26088,2019-03-26,Bhavna,Sikkim,Gangtok,2019-03,2356,312,6,2019,2019-03,Tuesday
B-26089,2019-03-26,Kanak,Goa,Goa,2019-03,3182,1119,8,2019,2019-03,Tuesday
B-26090,2019-03-27,Sagar,Nagaland,Kohima,2019-03,3494,1143,3,2019,2019-03,Wednesday
B-26091,2019-03-27,Manju,Andhra Pradesh,Hyderabad,2019-03,4929,717,8,2019,2019-03,Wednesday
B-26092,2019-03-27,Ramesh,Gujarat,Ahmedabad,2019-03,1356,1395,1,2019,2019-03,Wednesday
B-26093,2019-03-27,Sarita,Maharashtra,Pune,2019-03,932,1172,9,2019,2019-03,Wednesday
B-26094,2019-03-27,Deepak,Madhya Pradesh,Bhopal,2019-03,4530,672,9,2019,2019-03,Wednesday
B-26095,2019-03-28,Monisha,Rajasthan,Jaipur,2019-03,1153,1052,5,2019,2019-03,Thursday
B-26096,2019-03-28,Atharv,West Bengal,Kolkata,2019-03,2739,69,4,2019,2019-03,Thursday
B-26097,2019-03-28,Vini,Karnataka,Bangalore,2019-03,3524,597,6,2019,2019-03,Thursday
B-26098,2019-03-29,Pinky,Jammu and Kashmir,Kashmir,2019-03,3501,1114,7,2019,2019-03,Friday
B-26099,2019-03-30,Bhishm,Maharashtra,Mumbai,2019-03,1742,524,5,2019,2019-03,Saturday
B-26100,2019-03-31,Hitika,Madhya Pradesh,Indore,2019-03,1391,988,9,2019,2019-03,Sunday
